object_number,is_highlight,is_public_domain,object_id,gallery_number,department,title,culture,object_date,object_begin_date,object_end_date,medium,credit_line
1975.268.459,False,True,50331,227,Asian Art,Jar (Tsubo) with Four Loop Handles and Flower Medallions,Japan,ca. 1630–40s,1630,1649,"Porcelain with cobalt blue under transparent glaze (Hizen ware, Arita type)","The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975"
1975.268.466,False,True,50334,227,Asian Art,Freshwater Jar (Mizusashi) with Pine (front) and Plum with Bamboo (reverse),Japan,ca. 1630–40s,1630,1649,"Porcelain with cobalt blue under transparent glaze (Hizen ware, Arita type)","The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975"
1975.268.468,False,True,50335,228,Asian Art,Tall Freshwater Jar (Hoso-mizusashi) with Striped Design,Japan,late 18th century,1771,1799,"Porcelain with cobalt blue under transparent glaze (Hizen ware, Arita type)","The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975"
1975.268.528,False,True,50339,223,Asian Art,Figure of a Standing Beauty,Japan,ca. 1670–90,1670,1690,"Porcelain with polychrome enamels over transparent glaze (Hizen ware, Kakiemon type)","The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975"
1975.268.563,True,True,50342,223,Asian Art,Small Dish (Kozara) with Three Jars,Japan,1680–90s,1680,1699,"Porcelain with cobalt blue under transparent glaze and polychrome enamels over the glaze (Hizen ware, Nabeshima type)","The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975"
93.3.261,False,True,50347,231,Asian Art,Three Cylindrical Food Cups (Choku) with Stylized Floral Designs,Japan,1690–1720s,1690,1729,"Porcelain with cobalt blue under transparent glaze and polychrome enamels over the glaze (Hizen ware, Nabeshima type)","Gift of Charles Stewart Smith, 1893"
93.3.262,False,True,50348,231,Asian Art,Three Cylindrical Food Cups (Choku) with Stylized Floral Designs,Japan,1690–1720s,1690,1729,"Porcelain with cobalt blue under transparent glaze and polychrome enamels over the glaze (Hizen ware, Nabeshima type)","Gift of Charles Stewart Smith, 1893"
1975.268.452,False,True,50350,227,Asian Art,Bottle with  Pine Tree,Japan,mid-17th century,1634,1766,"Stoneware with iron-brown decoration and copper-green glaze over brushed white slip, under transparent glaze (Old Takeo ware)","The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975"
11.8.6,False,True,50352,233,Asian Art,Bowl with two boys and lotuses,Korea,early 12th century,1100,1133,"Stoneware with mold-impressed design under celadon glaze 

","Gift of Sadajiro Yamanaka, 1911"
1975.268.443,False,True,50170,232,Asian Art,織部扇面形手鉢,Japan,early 17th century,1600,1633,"Stoneware with iron brown under transparent glaze and copper-green glaze (Mino ware, Oribe type)","The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975"
1975.268.441,False,True,50177,228,Asian Art,Set of Six Side Dishes (Mukōzuke) for Tea Gathering Meal (Cha-kaiseki),Japan,early 17th century,1600,1633,"Stoneware with white slip and iron brown under transparent glaze and copper-green glaze (Mino ware, Oribe Yashichida type)","The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975"
1975.268.440,False,True,50178,228,Asian Art,Set of Six Side Dishes (Mukōzuke) for Tea Gathering Meal (Cha-kaiseki),Japan,early 17th century,1600,1633,"Stoneware with white slip and iron brown under transparent glaze and copper-green glaze (Mino ware, Oribe Yashichida type)","The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975"
1975.268.439,False,True,50179,228,Asian Art,Set of Six Side Dishes (Mukōzuke) for Tea Gathering Meal (Cha-kaiseki),Japan,early 17th century,1600,1633,"Stoneware with white slip and iron brown under transparent glaze and copper-green glaze (Mino ware, Oribe Yashichida type)","The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975"
1975.268.438,False,True,50180,228,Asian Art,Set of Six Side Dishes (Mukōzuke) for Tea Gathering Meal (Cha-kaiseki),Japan,early 17th century,1600,1633,"Stoneware with white slip and iron brown under transparent glaze and copper-green glaze (Mino ware, Oribe Yashichida type)","The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975"
1975.268.472,False,True,50185,227,Asian Art,"Large Dish (Ōzara) with Peony, Butterfly, and Insects",Japan,ca. 1624 –43,1624,1643,"Porcelaneous stoneware with cobalt blue under transparent glaze (Hizen ware, Arita type)","The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975"
1975.268.527,False,True,50195,223,Asian Art,Figure of a Seated Beauty,Japan,ca. 1670–90,1660,1700,"Porcelain with overglaze enamels (Hizen ware, Kakiemon type)","The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975"
1975.268.555,False,True,50197,230,Asian Art,"Dish with Cherry Blossoms and Textile Curtains

",Japan,ca. 1670–90,1670,1690,"Porcelain with celadon glaze, partial iron brown glaze, and cobalt blue under transparent glaze (Hizen ware, Nabeshima type)


 

","The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975"
23.225.305,False,True,50217,231,Asian Art,"Dish with Beans, Squash, and Eggplant",Japan,late 17th–early 18th century,1667,1733,"Porcelain with cobalt blue under transparent glaze and polychrome enamels over the glaze (Hizen ware, Nabeshima type) 
","Gift of Mrs. V. Everit Macy, 1923"
16.20.1,False,True,50229,225,Asian Art,Jar,China,10th–11th century,900,1099,Porcelain with ivory glaze (Ding ware),"Rogers Fund, 1916"
17.118.10,False,True,50263,204,Asian Art,Dish with Children in Garden,China,mid-16th century,1534,1566,"Porcelain painted with cobalt blue under transparent glaze (Jingdezhen ware)

","Rogers Fund, 1917"
1993.386.13,False,True,50519,219,Asian Art,Bowl,China,,1640,1911,Porcelain painted in underglaze blue,"Bequest of Marie-Louise Garbáty, 1993"
1993.386.11,False,True,50521,219,Asian Art,Bowl,China,,1640,1911,Porcelain painted in underglaze blue and overglaze polychrome enamels,"Bequest of Marie-Louise Garbáty, 1993"
2001.433.548,False,True,51339,244,Asian Art,Lime Spatula with Animal Head,"Indonesia (Java, Lumajang, Pasiran)",500 BCE–300 CE,-500,300,Bronze,"Samuel Eilenberg Collection, Bequest of Samuel Eilenberg, 1998"
2001.433.552,False,True,51342,244,Asian Art,Anthropomorphic Lime Spatula,"Indonesia (Java, Lumajang, Pasiran)",ca. 500 BCE–300 CE,-510,310,Bronze,"Samuel Eilenberg Collection, Bequest of Samuel Eilenberg, 1998"
2001.433.553,False,True,51343,244,Asian Art,Anthropomorphic Lime Spatula,"Indonesia (Java, Lumajang, Pasiran)",ca. 500 BCE–300 CE,-510,310,Bronze,"Samuel Eilenberg Collection, Bequest of Samuel Eilenberg, 1998"
2001.433.554,False,True,51348,244,Asian Art,Anthropomorphic Figure,Indonesia (Sumatra),ca. 500 BCE–300 CE,-500,300,Bronze,"Samuel Eilenberg Collection, Bequest of Samuel Eilenberg, 1998"
2001.433.611,False,True,51623,244,Asian Art,Lid with Figurative Scenes,"Indonesia (Java, Majapahit?)",14th century,1300,1399,Bronze,"Samuel Eilenberg Collection, Bequest of Samuel Eilenberg, 1998"
47.18.93,False,True,51705,210,Asian Art,Horse and groom,China,16th century,1500,1599,Handscroll; ink and color on silk,"From the Collection of A. W. Bahr, Purchase, Fletcher Fund, 1947"
2010.67,True,True,72301,242,Asian Art,Buddha Seated in Meditation,Sri Lanka. western regions,16th century,1500,1599,Copper alloy with gilding,"Purchase, Louis V. Bell, Harris Brisbane Dick, Fletcher, and Rogers Funds and Joseph Pulitzer Bequest; The Miriam and Ira D. Wallach Foundation Fund; Florence and Herbert Irving, Cynthia Hazen Polsky and Anne H. Bass Gifts, 2010"
2006.284,False,True,73200,207,Asian Art,Buddha Vairocana (Dari),China,11th century,1000,1099,Gilt bronze; lost-wax cast,"Purchase, Lila Acheson Wallace Gift, 2006"
2003.571.1,False,True,72328,234,Asian Art,Goddess,Pakistan (Quetta area),ca. 3500–3000 BCE,-3550,-2950,Terracotta,"Purchase, David E. Stutzman Gift, 2003"
2003.571.2,False,True,72329,234,Asian Art,Goddess,Pakistan (Quetta area),ca. 3500–3000 BCE,-3550,-2950,Terracotta,"Purchase, David E. Stutzman Gift, 2003"
2004.163,False,True,72420,204,Asian Art,Jug with Floral Scroll,China,15th century,1400,1499,Porcelain painted with cobalt blue under transparent glaze (Jingdezhen ware),"Purchase, Rogers Fund, Denise and Andrew Saul Gift, and The Vincent Astor Foundation Gift, 2004"
2004.81,False,True,72421,253,Asian Art,"Ascetic Master, probably a Mahasiddha",Tibet,17th century,1600,1699,Brass with pigment,"Purchase, Florence and Herbert Irving Gift and funds from various donors, 2004"
2015.300.301a–c,True,True,72485,233,Asian Art,Seated bodhisattva (left attendant of a triad),Korea,ca. mid-17th century,1634,1666,Gilt wood,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015"
2004.322,False,True,72544,207,Asian Art,Comb,China,,25,220,Jade (nephrite) and gold,"Purchase, The Rosenkranz Foundation and Shelby White Gifts, 2004"
2004.466,False,True,72598,463,Asian Art,Upper Section of an Arch,Northern India,late 17th century,1667,1699,Wood,"Gift of Mr. and Mrs. Philippe de Montebello, 2004"
2017.379,False,True,73333,250,Asian Art,Palm-leaf Manuscript Storage Box,Thailand,early 19th century,1800,1833,Lacquered wood with mother-of-pearl inlay; brass hinges and keyed lock.,"Gift of Maxine N. Dunitz, 2017"
2005.60,False,True,72605,240,Asian Art,Standing Goddess,India (Andhra Pradesh),6th–7th century,500,699,Bronze,"Purchase, Bequest of Cora Timken Burnett, by exchange, 2005"
2005.25,False,True,72630,207,Asian Art,Horse and groom,China,13th century,1200,1299,Earthenware,"Purchase, Friends of Asian Art Gifts, 2005"
"2007.75a, b",False,True,73383,208,Asian Art,"Buddhist Deity, Ushnishavijaya (Zun Sheng fo mu)",China,late 17th–18th century,1667,1799,Gilt brass; lost-wax cast,"Purchase, Friends of Asian Art Gifts, 2007"
2007.1,False,True,73384,253,Asian Art,Brahmarupa Mahakala,Tibet,17th century,1600,1699,Brass,"Purchase, Friends of Asian Art Gifts, 2007"
2005.257,False,True,72729,204,Asian Art,"Dish with Three Friends of Winter

",China,late 16th century,1567,1599,"Porcelain painted with cobalt blue under transparent glaze (Jingdezhen ware)

","Purchase, Sir Joseph Hotung Gift, 2005"
2005.314,False,True,72739,236,Asian Art,Niche with the Seated Bodhisattva Shakyamuni Flanked by Devotees and an Elephant,Afghanistan (Hadda),ca. 4th–5th century,350,499,Stucco,"Purchase, Walter Burke Gift, and Anonymous Gift, Rogers Fund, and Gift of George D. Pratt, by exchange, 2005"
2006.53,False,True,73150,246,Asian Art,Seated Buddha,Burma,8th–early 9th century,700,835,Bronze,"Lindemann Fund, 2006"
2007.49.267,False,True,73558,690,Asian Art,"Woman with a Folding Fan and Hand Mirror, from the series Sensuous Young Women of Contemporary Times",Japan,1838,1838,1838,Woodblock print (nishiki-e),"Bequest of William S. Lieberman, 2005"
2007.204,False,True,73805,210,Asian Art,"Bowl with plum blossom and crescent moon
",China,late 13th–14th century,1267,1399,"Porcelain with incised decoration under celadon glaze (Longquan ware)

","Purchase, Gift of Elizabeth V. Cockcroft and Rogers Fund, by exchange, 2007"
2007.480.2,False,True,74100,241,Asian Art,Dancing Ganesha,"India, Madhya Pradesh",ca. 10th century,850,1050,Red sandstone,"Gift of Florence and Herbert Irving, 2007"
52.160.6e,False,True,75159,690,Asian Art,Waves and Rocks,Japan,1880s,1880,1889,"Fan painting mounted as an album leaf; ink, lacquer, and mica on paper","Purchase, Gifts, Bequests, and Funds from various donors, by exchange, 1952"
2008.503,False,True,75200,235,Asian Art,Dharma-wheel pilaster (dharmacakrastambha),"Andhra Pradesh, possibly Ghantasala, Krishna district",ca. early 3rd century CE,233,299,Limestone,"Purchase, Fletcher and Rogers Funds, by exchange, 2008"
2008.504,False,True,75202,253,Asian Art,Buddha flanked by Avalokiteshvara-Padmapani and Vajrapani,Tibet,11th century,1000,1099,"Fired clay, molded and polychromed 
","Purchase, Friends of Asian Art Gifts, 2008"
2008.636,False,True,75262,219,Asian Art,Demon queller Zhong Kui with demons,China,late 17th–early 18th century,1667,1733,Bamboo,"Purchase, Gift of Elizabeth V. Cockcroft, Bequest of Florance Waterbury, in memory of her father, John I. Waterbury, and Gift of Robert H. Ellsworth, by exchange, 2008"
2009.321,False,True,75279,248,Asian Art,The Mother Goddess Men Brajut (Hariti),"Indonesia (East Java, Trowulan)",14th–15th century,1300,1499,Terracotta,"Gift of Jaap Polak, 2009"
2008.80,False,True,74336,204,Asian Art,Brush Pot with Scene of  Washing an Elephant,China,mid-17th century,1634,1666,"Porcelain painted with cobalt blue under transparent glaze (Jingdezhen ware)

","Purchase, Gift of Elizabeth V. Cockcroft, by exchange, 2008"
2010.478.3,False,True,76444,219,Asian Art,Brush holder with scholars in a garden,China,late 18th century–early 19th century,1767,1833,Bamboo,"Gift of Dr. Sherman Hsiu Huang Wu and Mrs. Julianne Wu, 2010"
2008.271,False,True,74502,238,Asian Art,The Goddess Durga Slaying the Demon Buffalo Mahisha,"India (Himachal Pradesh, probably Chamba Valley)",12th century,1100,1199,Brass,"Funds from various donors, 2008"
2015.300.269,False,True,77863,228,Asian Art,Square Dish with Spring Flowers and Grasses,Japan,18th century,1700,1788,"Stoneware with polychrome enamels under transparent glaze (Kyoto ware)

","Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015"
"2010.68a, b",True,True,75414,242,Asian Art,Buddha,"Sri Lanka, Kandy district",18th century,1700,1799,Copper alloy with gilding,"Purchase, Louis V. Bell, Harris Brisbane Dick, Fletcher, and Rogers Funds and Joseph Pulitzer Bequest; The Miriam and Ira D. Wallach Foundation Fund; Florence and Herbert Irving, Cynthia Hazen Polsky and Anne H. Bass Gifts, 2010"
2010.120,False,True,75765,207,Asian Art,Seated court lady,China,8th century,700,799,Earthenware with tri-color (sancai) glaze,"Purchase, The Vincent Astor Foundation Gift, 2010"
2010.174,False,True,75833,233,Asian Art,Bowl with floral and abstract motifs and inscription,Korea,dated 1847,1847,1847,Porcelain with underglaze cobalt-blue design,"Purchase, Friends of Asian Art Gifts, 2010"
2015.500.9.51a–c,False,True,78057,225,Asian Art,"Zen Master with Meditation Staff, and Chinese-Style Landscapes",Japan,probably late 1620s–1644,1626,1644,Set of three hanging scrolls; ink on paper,"Gift of Florence and Herbert Irving, 2015"
2012.463,True,True,78185,252,Asian Art,Vishnu Riding on Garuda,Nepal,dated 1004,1004,1004,Gilt copper repoussé,"Zimmerman Family Collection, Purchase, Lila Acheson Wallace, Jeffrey B. Soref and Natalie Soref Gifts, 2012"
2012.444.2,True,True,78187,252,Asian Art,Bhairava,"Nepal, Kathmandu Valley",16th century,1500,1599,"Gilded copper, rock crystal, paint","Zimmerman Family Collection, Gift of the Zimmerman Family, 2012"
2012.458,True,True,78191,253,Asian Art,Buddha Shakyamuni,Central Tibet,12th century,1100,1199,Brass with colored pigments,"Zimmerman Family Collection, Purchase, Lila Acheson Wallace, Oscar L. Tang, Anthony W. and Lulu C. Wang and Annette de la Renta Gifts, 2012"
2012.523.5,False,True,78252,251,Asian Art,Vishnu Narayana on the divine serpent Shesha (Shri Sheshanarayana),"India, Mumbai, Maharashtra",1886,1886,1886,Chromolithographic print on paper,"Gift of Mark Baron and Elise Boisanté, 2012"
2011.157,False,True,76734,204,Asian Art,Dish with Buddhist Monk-Poet Hanshan,China (for Japanese market),mid-17th century,1634,1666,"Porcelain painted with cobalt blue under transparent glaze (Jingdezhen ware)

","Seymour Fund, 2011"
"29.110.80a, b",False,True,62470,220,Asian Art,Double vessel with mythical beasts (champion vase),China,18th century,1736,1795,Cloisonné enamel,"Gift of Edward G. Kennedy, 1929"
36.120.525,False,True,63180,224,Asian Art,Red Raku Tea Bowl (Chawan),Japan,18th century,1700,1799,Stoneware with white glassy glaze (Raku ware); gold lacquer repairs,"The Howard Mansfield Collection, Gift of Howard Mansfield, 1936"
1975.268.614,False,True,63649,229,Asian Art,"shizara with Kitchenware, Sake Vessels, and Character for “Sake”",Japan,early 19th century,1800,1833,Stoneware with iron brown and cobalt blue under transparent glaze (Seto ware),"The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975"
1975.268.633,False,True,63703,229,Asian Art,Set of Five Everyday Vessels (Kurawanka Bowls),Japan,18th early 19th century,1800,1833,"Porcelain with cobalt blue under transparent glaze (Hizen ware, Hasami type)","The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975"
1975.268.634,False,True,63704,229,Asian Art,Set of Five Everyday Vessels (Kurawanka Bowls),Japan,early 19th century,1800,1833,"Porcelain with cobalt blue under transparent glaze (Hizen ware, Hasami type)","The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975"
1975.268.644,False,True,63712,231,Asian Art,Set of Five Soba Cups (Soba Choko) with Swirl Patterns,Japan,late 18th–early 19th century,1767,1833,"Porcelain with cobalt blue under transparent glaze (Hizen ware, Arita type)","The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975"
1975.268.647,False,True,63716,231,Asian Art,Set of Five Soba Cups (Soba Choko) with Swirl Patterns,Japan,late 18th–early 19th century,1767,1833,"Porcelain with cobalt blue under transparent glaze (Hizen ware, Arita type)","The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975"
1975.268.664,False,True,63734,231,Asian Art,Set of Five Soba Cups (Soba choko) with Interlinked Circles (Shippō),Japan,second half 18th century,1750,1799,"Porcelain with cobalt blue under transparent glaze (Hizen ware, Arita type)","The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975"
1975.268.667,False,True,63737,231,Asian Art,Set of Five Soba Cups (Soba choko) with Interlinked Circles (Shippō),Japan,second half 18th century,1750,1799,"Porcelain with cobalt blue under transparent glaze (Hizen ware, Arita type)","The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975"
1975.268.674,False,True,63745,231,Asian Art,Set of Five Sencha Teacups (Sencha wan) with Lattice Pattern,Japan,18th century,1700,1799,Porcelain painted with cobalt blue under a transparent glaze (Hizen ware),"The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975"
1975.268.675,False,True,63746,231,Asian Art,Set of Five Sencha Teacups (Sencha wan) with Lattice Pattern,Japan,18th century,1700,1733,Porcelain painted with cobalt blue under a transparent glaze (Hizen ware),"The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975"
1975.268.676,False,True,63747,231,Asian Art,Set of Five Sencha Teacups (Sencha wan) with Lattice Pattern,Japan,18th century,1700,1799,Porcelain painted with cobalt blue under a transparent glaze (Hizen ware),"The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975"
1975.268.489,False,True,63588,230,Asian Art,Set of Five Small Dishes (Kozara) with Flowering Plum and Warbler,Japan,ca. 1640s,1630,1650,"Porcelain with cobalt blue under transparent glaze and iron-brown rim (Hizen ware, Arita type)","The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975"
1975.268.492,False,True,63591,230,Asian Art,Set of Five Small Dishes (Kozara) with Flowering Plum and Warbler,Japan,ca. 1640s,1630,1650,"Porcelain with cobalt blue under transparent glaze and iron-brown rim (Hizen ware, Arita type)","The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975"
1975.268.517,False,True,63602,231,Asian Art,Set of Five Small Dishes (Kozara) with Turnip,Japan,mid-17th century,1634,1666,"Porcelain with cobalt blue under transparent glaze (Hizen ware, Arita type","The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975"
1975.268.518,False,True,63603,231,Asian Art,Set of Five Small Dishes (Kozara) with Turnip,Japan,mid-17th century,1634,1666,"Porcelain with cobalt blue under transparent glaze (Hizen ware, Arita type","The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975"
1975.268.537,False,True,63616,223,Asian Art,Bowl with Character for “Longevity” and Assorted Treasure Motifs,Japan,late 17th century,1667,1699,"Porcelain with cobalt blue under transparent glaze and polychrome enamels and gold over the glaze (Hizen ware, Arita type)","The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975"
2001.738,False,True,64484,204,Asian Art,Bowl with children in a garden,China,mid-16th century,1534,1566,"Porcelain painted in underglaze cobalt blue (Jingdezhen ware)
","Gift of Denise and Andrew Saul, 2001"
2002.254,False,True,64897,208,Asian Art,Skanda (Chinese Weituo),China,early 17th century,1600,1633,Gilt brass; lost-wax cast,"Purchase, The Vincent Astor Foundation Gift, 2002"
2002.181,False,True,64898,207,Asian Art,Pillow,China,ca. 700,690,710,Earthenware with marbled veneer and brown glaze,"Purchase, Friends of Asian Art Gifts, 2002"
2002.361.2,False,True,64923,231,Asian Art,Stemmed Blue Glass Cup for Sake,Japan,late 18th–first half 19th century,1767,1849,Glass in deep blue,"Purchase, Friends of Asian Art Gifts, 2002"
2002.361.4,False,True,64925,231,Asian Art,Stemmed Glass Cup for Sake,Japan,late 18th–first half 19th century,1767,1849,Translucent glass,"Purchase, Friends of Asian Art Gifts, 2002"
2003.457,False,True,65011,234,Asian Art,The Sun God Surya(?) in His Chariot with Wives and Attendants,"India (West Bengal),",2nd–1st century BCE,-200,-1,Ivory,"Purchase, Friends of Asian Art Gifts, 2003"
2003.177,True,True,65576,243,Asian Art,Pichhwai for the Festival of Cows,"India, Deccan, Aurangabad (?)",late 18th century,1767,1799,Painted and printed gold and silver leaf and opaque watercolor on indigo-dyed cotton,"Purchase, Friends of Asian Art Gifts, 2003"
"2015.500.2.58a, b",False,True,65639,231,Asian Art,"Gourd-Shaped Sake Bottle (Tokkuri) with Tokugawa Family Crest, Net, and Cherry Blossoms",Japan,second half 18th–early 19th century,1750,1833,"Lacquered wood with gold, silver, and red togidashimaki-e and hiramaki-e on black ground","Gift of Florence and Herbert Irving, 2015"
19.93.3,False,True,68307,224,Asian Art,Seven-Panel Buddhist Monk’s Vestment (Shichijō kesa) with Floral-Lozenge Pattern,Japan,17th century,1600,1699,Twill-weave silk with supplementary weft patterning,"Purchase, Joseph Pulitzer Bequest, 1919"
2025.829.3,False,True,53999,207,Asian Art,Spouted Tripod Vessel with Dragon’s Head (Jiaodou),China,3rd century,265,316,Gilt bronze,"Gift of Charlotte C. Weber, 2025"
1985.214.104,False,True,54001,207,Asian Art,Scabbard Slide,China,4th–2nd century BCE,-400,-100,Agate,"Gift of Ernest Erickson Foundation, 1985"
1985.214.103,False,True,54006,207,Asian Art,Scabbard Chape,China,2nd–1st century BCE,-200,-1,Jade (nephrite),"Gift of Ernest Erickson Foundation, 1985"
JP1915,False,True,54454,231,Asian Art,Eboshi (a court hat),Japan,,1780,1850,Woodblock print (surimono); ink and color on paper,"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929"
JP1916,False,True,54455,231,Asian Art,New Year’s Sake and Sushi,Japan,ca. 1810,1800,1820,"Woodblock print (surimono); ink and color on paper; kokonotsugiriban 

","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929"
JP1917,False,True,54456,231,Asian Art,Cock and dog,Japan,probably 1814,1814,1814,Woodblock print (surimono); ink and color on paper,"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929"
